district_id,value,year
001,12.78514180024661,2011
002,14.475162240003407,2011
004,16.147391159853772,2011
005,10.35832519266254,2011
006,8.197473522553821,2011
007,15.579924318235769,2011
008,18.858078812987763,2011
009,17.89938415106652,2011
010,98.2771441318797,2011
011,17.52902541825046,2011
012,12.825088788167093,2011
013,6.517654040154287,2011
014,25.443861550481937,2011
015,20.785932469247914,2011
016,8.494428104208298,2011
017,5.959474236236638,2011
018,7.646961248420972,2011
019,18.922338568935427,2011
020,11.370359722904862,2011
021,49.3510860330794,2011
022,17.497986624181518,2011
023,6.910018928138001,2011
024,6.217959345031626,2011
026,10.974330167881973,2011
027,6.848376816291254,2011
168,7.2070708026572285,2011
029,9.80717971707997,2011
406,7.28936726565113,2011
031,21.08466778007008,2011
032,10.956722662836444,2011
033,25.561019817946768,2011
034,0.0,2011
035,30.591013741283884,2011
036,36.66496939162261,2011
037,53.3505147359948,2011
038,23.32671219830753,2011
039,20.895180759314364,2011
040,32.7834827554661,2011
041,61.89969146072466,2011
042,25.70526177111972,2011
043,30.627201974561597,2011
045,37.086672164065895,2011
046,38.67149065843552,2011
047,25.85990050359236,2011
048,42.15366595215407,2011
049,58.32124220632935,2011
050,16.63971793662557,2011
051,29.006847181826455,2011
053,34.92373213585659,2011
054,34.58057768225562,2011
055,97.01340965991547,2011
056,7.475517494575485,2011
057,12.292583449608244,2011
058,3.8016712331105587,2011
059,10.68967416101575,2011
060,54.13433057764882,2011
346,11.622248484810182,2011
062,12.506251696889157,2011
063,3.8834562760857163,2011
064,7.498808414373012,2011
065,13.095541661141768,2011
066,35.34987594713775,2011
067,35.02950617254177,2011
068,38.15139412841104,2011
069,56.91609288305754,2011
070,44.37377877026924,2011
071,40.04746689477612,2011
072,30.247309138136046,2011
073,24.673796477686473,2011
074,31.712404515144588,2011
075,46.99088925959194,2011
076,31.999310070574033,2011
077,24.365489130434785,2011
078,21.4258069510024,2011
079,27.543743653923354,2011
080,33.78737454124518,2011
081,21.74861160422721,2011
082,42.91983501769064,2011
083,26.996250137862575,2011
084,16.502078808100258,2011
085,25.787523162445954,2011
088,81.36742294675162,2011
089,25.32118045103729,2011
099,29.310124174804564,2011
100,21.83693518672916,2011
101,36.88039659130003,2011
102,30.16766789567781,2011
103,23.103091690495983,2011
104,21.39810562254524,2011
105,21.292030981688757,2011
106,21.45146654177156,2011
107,16.277531528317162,2011
108,20.169760642588468,2011
109,14.169443823776904,2011
110,56.43503499494136,2011
111,25.257213452454824,2011
112,19.768321338967777,2011
113,34.47985043576173,2011
114,16.230843340510773,2011
115,9.3486193335059,2011
116,10.312397040764369,2011
117,22.59729892852739,2011
118,21.41939002661184,2011
119,40.17791638777413,2011
120,21.476832708988983,2011
121,20.9213684682546,2011
122,21.581493756288097,2011
123,16.69620100854308,2011
124,8.90245313421548,2011
125,9.167744577102392,2011
126,19.504535249411283,2011
127,60.508861796350466,2011
128,21.882954844696354,2011
129,17.5952779763071,2011
130,21.547408802925663,2011
131,10.367734383677513,2011
132,31.95499967387808,2011
133,30.53090684126411,2011
134,24.726726786223356,2011
135,33.92619255741872,2011
136,26.522059586067943,2011
138,52.53681469676782,2011
139,22.145826873303253,2011
140,70.17704617599895,2011
141,66.48782784392961,2011
142,25.182796505305788,2011
143,32.158860870872516,2011
145,30.37844487348152,2011
146,45.01456590504999,2011
147,34.67166509765246,2011
148,17.697649650584303,2011
149,18.057130738660987,2011
150,36.48370744088712,2011
151,19.427815947463102,2011
152,20.566928701089918,2011
154,11.856295971251525,2011
155,13.337784255853128,2011
156,16.872933383145885,2011
157,67.58517538976812,2011
158,9.428481869638164,2011
159,23.048676760067075,2011
160,18.04002515241819,2011
161,24.345391682757757,2011
162,18.594602162444236,2011
163,10.19676451428233,2011
164,65.24312352646996,2011
165,23.097918626914314,2011
166,38.6840901303789,2011
167,14.517678708685628,2011
168,17.759593552593124,2011
169,19.65983721128096,2011
170,15.162748948106591,2011
171,10.207326848501918,2011
172,12.211801300782355,2011
131,5.539555730313794,2011
174,8.082602070306342,2011
088,13.4462560161176,2011
178,11.47761167687393,2011
179,5.608074386147918,2011
180,8.121147709605372,2011
181,3.3054253441855765,2011
716,8.022644996613119,2011
183,7.2681766367646325,2011
184,6.49409070461702,2011
185,5.699738544103481,2011
186,7.717995973318264,2011
187,5.606024916032345,2011
188,19.889015989435702,2011
189,5.448357468293807,2011
190,10.20390382541242,2011
191,8.279719761430757,2011
192,21.996642511649334,2011
193,10.2408556979,2011
194,8.004807931099565,2011
195,8.07034819599811,2011
196,12.841653632640066,2011
197,41.86784166640179,2011
199,14.354786739456655,2011
200,21.2666554540188,2011
201,16.853815193110414,2011
205,4.527710843373494,2011
206,5.796042774258895,2011
207,3.787153765753785,2011
208,4.635045375619478,2011
209,6.286738881289512,2011
210,9.73986296753903,2011
211,10.737469258548753,2011
212,9.462246128416004,2011
213,4.703318583203665,2011
214,8.082906838157031,2011
215,9.528050399266789,2011
216,10.782619881828918,2011
217,6.88249244663916,2011
218,6.206959956819085,2011
219,9.81183659927317,2011
220,6.858450395638849,2011
221,4.1161799018424645,2011
222,18.980814448798775,2011
223,5.32222962581992,2011
224,20.0002755828961,2011
225,4.163964548205793,2011
226,27.845603009773974,2011
227,15.296780562980086,2011
228,18.354468553506535,2011
229,16.625288042253224,2011
230,45.62480270127775,2011
231,15.113092296362568,2011
232,10.579488849777533,2011
234,15.734934488480596,2011
515,10.267401638811894,2011
236,13.77984102945747,2011
237,10.667397863837278,2011
238,8.647550173786298,2011
239,13.097322060411933,2011
240,6.902573911597155,2011
245,18.601122743134578,2011
246,26.06323620582765,2011
247,26.447915610102445,2011
248,59.77658057360165,2011
249,24.31560320599563,2011
250,27.629569455727047,2011
251,32.81761483063988,2011
252,20.295786438470838,2011
253,16.27755511022044,2011
254,26.08346709470305,2011
255,22.852153171188824,2011
256,5.544554455445545,2011
257,36.37770897832817,2011
258,24.76489028213166,2011
259,25.287407440350446,2011
260,6.632573996590733,2011
261,14.532946572066951,2011
262,32.095951373059805,2011
263,16.198976173246496,2011
264,17.50626754376567,2011
265,56.13428716876992,2011
266,15.79072687129313,2011
267,18.848846253564947,2011
268,16.192112043337517,2011
269,21.11012695600827,2011
270,58.153745072273324,2011
271,16.777196523458418,2011
272,4.584023698348145,2011
273,14.657841357958793,2011
274,8.392563769995677,2011
275,37.70681579369178,2011
276,36.735946596587475,2011
277,62.67936637890074,2011
278,41.932198195437216,2011
279,13.860109811410837,2011
280,11.074355971896956,2011
266,19.798609446175977,2011
263,56.398809523809526,2011
261,79.61570096421599,2011
262,40.8749035741836,2011
268,51.76242737249839,2011
265,44.633190699592724,2011
264,19.339103645565906,2011
267,45.09238325407344,2011
289,42.834613342491764,2011
290,17.004888725636842,2011
291,13.591492156711226,2011
292,21.900000519154194,2011
293,11.772452435974548,2011
294,15.519564514390428,2011
295,9.366092374441894,2011
296,14.115527194683866,2011
297,9.001318184671396,2011
298,50.60323305019736,2011
714,8.565763226107004,2011
300,7.709077478142976,2011
301,11.595930282772796,2011
302,14.734031046495147,2011
303,10.451338757381638,2011
304,9.816258287019236,2011
305,15.539080438196413,2011
306,11.778342000500135,2011
307,10.579600101240192,2011
308,7.230288002383227,2011
309,23.822501270917734,2011
310,20.466824927390157,2011
311,11.11643046277537,2011
312,22.01365094755879,2011
313,10.453004283316467,2011
314,14.704835571584493,2011
315,36.166601605594124,2011
316,20.436850813493887,2011
317,11.096592451805593,2011
318,9.23627698569694,2011
319,17.455182333377195,2011
320,8.257781001343943,2011
321,10.093107297816754,2011
322,85.67605186458411,2011
323,11.817831793223517,2011
324,1.2126508615579517,2011
325,6.9929270607469185,2011
326,4.912561029738127,2011
327,41.55915977948161,2011
328,28.57620835137466,2011
330,12.112945711532284,2011
331,15.200227319066602,2011
332,13.417991315917899,2011
333,18.947388314573978,2011
334,13.935764890343814,2011
