district_id,value,year
001,17.7,2011
002,17.7,2011
004,17.7,2011
005,17.7,2011
006,17.7,2011
007,17.7,2011
008,17.7,2011
009,17.7,2011
010,17.7,2011
011,17.7,2011
012,17.7,2011
013,17.7,2011
014,17.7,2011
015,17.7,2011
016,17.7,2011
017,17.7,2011
018,17.7,2011
019,17.7,2011
020,17.7,2011
021,17.7,2011
022,17.7,2011
023,17.7,2011
024,17.7,2011
026,17.7,2011
027,17.7,2011
168,17.7,2011
029,17.7,2011
406,17.7,2011
031,17.7,2011
032,17.7,2011
033,17.7,2011
034,17.7,2011
035,17.7,2011
036,17.7,2011
037,17.7,2011
038,17.7,2011
039,17.7,2011
040,17.7,2011
041,17.7,2011
042,17.7,2011
043,17.7,2011
045,17.7,2011
046,17.7,2011
047,17.7,2011
048,17.7,2011
049,17.7,2011
050,17.7,2011
051,17.7,2011
053,17.7,2011
054,17.7,2011
055,17.7,2011
056,17.7,2011
057,17.7,2011
058,17.7,2011
059,17.7,2011
060,17.7,2011
346,17.7,2011
062,17.7,2011
063,17.7,2011
064,17.7,2011
065,17.7,2011
066,17.7,2011
067,17.7,2011
068,17.7,2011
069,17.7,2011
070,17.7,2011
071,17.7,2011
072,17.7,2011
073,17.7,2011
074,17.7,2011
075,17.7,2011
076,17.7,2011
077,17.7,2011
078,17.7,2011
079,17.7,2011
080,17.7,2011
081,17.7,2011
082,17.7,2011
083,17.7,2011
084,17.7,2011
085,17.7,2011
088,17.7,2011
089,17.7,2011
099,17.7,2011
100,17.7,2011
101,17.7,2011
102,17.7,2011
103,17.7,2011
104,17.7,2011
105,17.7,2011
106,17.7,2011
107,17.7,2011
108,17.7,2011
109,17.7,2011
110,17.7,2011
111,17.7,2011
112,17.7,2011
113,17.7,2011
114,17.7,2011
115,17.7,2011
116,17.7,2011
117,17.7,2011
118,17.7,2011
119,17.7,2011
120,17.7,2011
121,17.7,2011
122,17.7,2011
123,17.7,2011
124,17.7,2011
125,17.7,2011
126,17.7,2011
127,17.7,2011
128,17.7,2011
129,17.7,2011
130,17.7,2011
131,17.7,2011
132,20.2,2011
133,20.2,2011
134,20.2,2011
135,20.2,2011
136,20.2,2011
138,20.2,2011
139,20.2,2011
140,20.2,2011
141,20.2,2011
142,20.2,2011
143,20.2,2011
145,20.2,2011
146,20.2,2011
147,20.2,2011
148,20.2,2011
149,20.2,2011
150,20.2,2011
151,20.2,2011
152,20.2,2011
154,20.2,2011
155,20.2,2011
156,20.2,2011
157,20.2,2011
158,20.2,2011
159,20.2,2011
160,20.2,2011
161,20.2,2011
162,20.2,2011
163,20.2,2011
164,20.2,2011
165,20.2,2011
166,20.2,2011
167,20.2,2011
168,20.2,2011
169,20.2,2011
170,20.2,2011
171,20.2,2011
172,20.2,2011
131,20.2,2011
174,20.2,2011
088,20.2,2011
178,20.2,2011
179,20.2,2011
180,20.2,2011
181,20.2,2011
716,20.2,2011
183,20.2,2011
184,20.2,2011
185,20.2,2011
186,20.2,2011
187,20.2,2011
188,20.2,2011
189,20.2,2011
190,20.2,2011
191,20.2,2011
192,20.2,2011
193,20.2,2011
194,20.2,2011
195,20.2,2011
196,20.2,2011
197,20.2,2011
199,20.2,2011
200,20.2,2011
201,20.2,2011
