district_id,value,year
001,4.3500000000000005,2020
004,5.25,2020
005,4.666666666666667,2020
006,5.25,2020
007,7.783333333333334,2020
008,5.616666666666667,2020
009,5.166666666666667,2020
010,4.016666666666667,2020
011,5.3,2020
012,3.4333333333333336,2020
014,6.3999999999999995,2020
015,3.8166666666666664,2020
017,4.183333333333334,2020
018,3.4333333333333336,2020
019,5.833333333333333,2020
023,7.166666666666667,2020
024,10.299999999999999,2020
026,5.833333333333333,2020
027,9.116666666666667,2020
031,7.616666666666667,2020
032,6.25,2020
033,7.666666666666667,2020
034,4.716666666666667,2020
035,9.133333333333333,2020
036,10.183333333333334,2020
037,10.483333333333334,2020
038,8.65,2020
039,10.116666666666667,2020
040,10.716666666666667,2020
041,9.9,2020
042,8.950000000000001,2020
045,10.266666666666667,2020
046,8.966666666666667,2020
048,10.75,2020
049,8.65,2020
050,7.366666666666667,2020
051,12.950000000000001,2020
053,7.666666666666667,2020
054,9.166666666666666,2020
055,11.583333333333334,2020
056,6.25,2020
057,5.25,2020
058,8.666666666666666,2020
059,6.533333333333334,2020
060,10.116666666666667,2020
062,5.416666666666667,2020
063,7.291666666666667,2020
064,7.55,2020
065,6.133333333333333,2020
066,8.283333333333333,2020
067,10.516666666666667,2020
069,11.533333333333333,2020
070,7.8,2020
071,9.416666666666666,2020
072,7.6000000000000005,2020
073,10.666666666666666,2020
074,5.766666666666667,2020
075,8.35,2020
076,8.25,2020
077,8.916666666666666,2020
078,10.833333333333334,2020
081,7.05,2020
082,9.183333333333334,2020
083,7.133333333333333,2020
084,7.383333333333333,2020
085,6.166666666666667,2020
088,6.883333333333333,2020
089,6.316666666666666,2020
099,5.75,2020
100,5.166666666666667,2020
101,5.0,2020
102,4.7,2020
103,4.666666666666667,2020
104,3.9333333333333336,2020
105,4.566666666666666,2020
107,4.483333333333333,2020
108,4.316666666666666,2020
110,5.183333333333334,2020
112,4.833333333333333,2020
113,4.383333333333333,2020
114,4.433333333333334,2020
115,6.066666666666666,2020
117,4.3999999999999995,2020
122,5.666666666666667,2020
123,4.6000000000000005,2020
124,8.283333333333333,2020
125,6.516666666666667,2020
129,5.366666666666667,2020
130,6.233333333333333,2020
131,7.966666666666666,2020
132,6.6000000000000005,2020
133,8.466666666666667,2020
134,8.049999999999999,2020
135,7.233333333333333,2020
136,8.733333333333333,2020
138,9.866666666666667,2020
139,8.066666666666666,2020
140,12.416666666666666,2020
141,10.35,2020
142,9.083333333333334,2020
143,9.1,2020
145,5.766666666666666,2020
147,5.433333333333334,2020
148,6.1000000000000005,2020
149,6.5,2020
150,6.95,2020
151,7.8500000000000005,2020
152,5.166666666666667,2020
154,5.75,2020
155,5.766666666666667,2020
157,10.033333333333333,2020
158,4.933333333333334,2020
159,4.433333333333334,2020
160,4.45,2020
161,6.1499999999999995,2020
162,4.433333333333334,2020
163,5.633333333333333,2020
164,5.933333333333334,2020
165,3.6166666666666667,2020
166,4.45,2020
167,3.483333333333333,2020
168,8.308333333333334,2020
169,8.200000000000001,2020
171,3.883333333333333,2020
172,4.65,2020
174,8.933333333333332,2020
178,10.766666666666666,2020
179,9.716666666666667,2020
180,4.566666666666666,2020
181,5.599999999999999,2020
186,6.05,2020
187,3.8333333333333335,2020
188,8.333333333333334,2020
189,7.583333333333333,2020
190,7.066666666666666,2020
191,10.316666666666666,2020
193,8.366666666666667,2020
194,5.516666666666667,2020
195,7.1499999999999995,2020
196,6.966666666666666,2020
197,7.1000000000000005,2020
199,6.666666666666667,2020
200,6.283333333333334,2020
205,7.0,2020
206,8.799999999999999,2020
207,10.716666666666667,2020
208,9.200000000000001,2020
209,10.6,2020
210,8.966666666666667,2020
211,11.716666666666667,2020
212,10.783333333333333,2020
213,10.6,2020
214,9.200000000000001,2020
215,10.666666666666666,2020
216,9.116666666666667,2020
217,6.666666666666667,2020
220,9.6,2020
221,9.783333333333333,2020
222,9.35,2020
223,12.6,2020
224,10.383333333333333,2020
226,13.5,2020
227,9.866666666666667,2020
228,6.716666666666666,2020
229,8.033333333333333,2020
231,10.083333333333334,2020
234,7.766666666666667,2020
237,6.8,2020
239,9.166666666666666,2020
244,9.683333333333334,2020
245,3.983333333333333,2020
246,4.766666666666667,2020
247,7.3500000000000005,2020
248,6.983333333333334,2020
249,5.266666666666667,2020
250,6.633333333333333,2020
251,7.233333333333333,2020
252,5.766666666666667,2020
253,7.25,2020
255,7.516666666666667,2020
256,5.433333333333334,2020
258,7.3,2020
261,10.016666666666667,2020
262,7.55,2020
263,8.275,2020
264,9.483333333333333,2020
265,9.116666666666667,2020
266,7.733333333333333,2020
267,5.858333333333333,2020
268,8.533333333333333,2020
269,6.316666666666666,2020
270,5.45,2020
272,6.716666666666666,2020
273,7.8999999999999995,2020
274,9.216666666666667,2020
275,9.299999999999999,2020
